Date,Close,Volume
2025-05-09 00:00:00-04:00,100.72462463378906,1535500
2025-05-12 00:00:00-04:00,108.99203491210938,2963200
2025-05-13 00:00:00-04:00,110.56678009033203,2361800
2025-05-14 00:00:00-04:00,109.94672393798828,1898400
2025-05-15 00:00:00-04:00,104.09064483642578,2756800
2025-05-16 00:00:00-04:00,105.88191986083984,2234700
2025-05-19 00:00:00-04:00,107.87003326416016,2430700
2025-05-20 00:00:00-04:00,108.29324340820312,1478100
2025-05-21 00:00:00-04:00,107.46650695800781,1929500
2025-05-22 00:00:00-04:00,109.68099212646484,1416500
2025-05-23 00:00:00-04:00,109.99594116210938,1246500
2025-05-27 00:00:00-04:00,105.19296264648438,2536700
2025-05-28 00:00:00-04:00,106.0098648071289,1412400
2025-05-29 00:00:00-04:00,105.66539001464844,6235800
2025-05-30 00:00:00-04:00,100.32109832763672,3665600
2025-06-02 00:00:00-04:00,102.09268951416016,1584100
2025-06-03 00:00:00-04:00,103.21469116210938,1566000
2025-06-04 00:00:00-04:00,110.36994171142578,3051800
2025-06-05 00:00:00-04:00,105.88191986083984,3151800
2025-06-06 00:00:00-04:00,104.395751953125,1730200
2025-06-09 00:00:00-04:00,107.2401351928711,1817100
2025-06-10 00:00:00-04:00,105.8720703125,1385000
2025-06-11 00:00:00-04:00,112.8698501586914,3645100
2025-06-12 00:00:00-04:00,112.31868743896484,1111100
2025-06-13 00:00:00-04:00,109.74004364013672,859800
2025-06-16 00:00:00-04:00,121.56047058105469,3639500
2025-06-17 00:00:00-04:00,119.76920318603516,1575100
2025-06-18 00:00:00-04:00,120.23178100585938,1346900
2025-06-20 00:00:00-04:00,112.50568389892578,2076200
2025-06-23 00:00:00-04:00,110.9703140258789,1698900
2025-06-24 00:00:00-04:00,115.44849395751953,1810900
2025-06-25 00:00:00-04:00,122.3675308227539,3993700
2025-06-26 00:00:00-04:00,121.26520538330078,1649000
2025-06-27 00:00:00-04:00,119.31645965576172,843700
2025-06-30 00:00:00-04:00,121.63920593261719,2331900
2025-07-01 00:00:00-04:00,119.71998596191406,1079900
2025-07-02 00:00:00-04:00,118.42082214355469,1493400
2025-07-03 00:00:00-04:00,119.86762237548828,785600
2025-07-07 00:00:00-04:00,121.18647003173828,1833100
2025-07-08 00:00:00-04:00,128.46966552734375,3592900
2025-07-09 00:00:00-04:00,140.1522979736328,4948600
2025-07-10 00:00:00-04:00,141.22509765625,4186700
2025-07-11 00:00:00-04:00,147.6225128173828,4399600
2025-07-14 00:00:00-04:00,144.58126831054688,2273800
2025-07-15 00:00:00-04:00,143.6167449951172,2259300
2025-07-16 00:00:00-04:00,141.32351684570312,2426600
2025-07-17 00:00:00-04:00,147.69139099121094,3165000
2025-07-18 00:00:00-04:00,158.03550720214844,6483500
